,Twitter Handle,Created At,ID,Tweet Text,State,Branch,Last Name,First Name,Party
35,Ttuberville,2022-04-07 00:14:43,1511859981926211587,"RT @TTuberville: When I was at Auburn, the first thing I did was bring in a full time Team Chaplain…and he probably had more of an influenc…",Alabama,U.S. Senator,Tuberville,Tommy,R
36,RepJerryCarl,2022-04-09 15:52:53,1512820855012827142,"Thank you @GovernorKayIvey and the Alabama legislature for standing firm against the liberal DC agenda!

https://t.co/5ZEgMr28Ce",Alabama 1st District,U.S. Representative,Carl,Jerry,R
37,RepJerryCarl,2022-04-08 17:51:00,1512488191093260291,"The U.S. imports hundreds of millions of dollars in wood products every year from Russia. 

My @NatResources collea… https://t.co/ItxStnJ20B",Alabama 1st District,U.S. Representative,Carl,Jerry,R
38,RepJerryCarl,2022-04-07 18:08:38,1512130242269401093,"Great to see folks visiting the Capitol! My office is open for tours, and we are able to do one a week. 

If we cou… https://t.co/RpYywlgk7V",Alabama 1st District,U.S. Representative,Carl,Jerry,R
39,RepJerryCarl,2022-04-06 18:47:12,1511777559201075208,RT @RulesReps: FLOOR ALERT: @HouseDemocrats just denied 70 @HouseGOP REQUESTS to consider @RepHerrell's PAUSE Act to restore #Title42. The…,Alabama 1st District,U.S. Representative,Carl,Jerry,R
40,RepJerryCarl,2022-04-06 18:18:12,1511770263855239177,I just took to the House floor to demand consideration of the Pause Act to protect all Americans from the… https://t.co/d9uGksarcS,Alabama 1st District,U.S. Representative,Carl,Jerry,R
41,RepJerryCarl,2022-04-06 17:07:31,1511752472867528712,"Americans need relief at the pump, but the gimmicks &amp; bandaid fixes we’re seeing from President Biden just aren’t c… https://t.co/8szLlk428C",Alabama 1st District,U.S. Representative,Carl,Jerry,R
42,RepJerryCarl,2022-04-05 15:40:51,1511368274319233030,Proud to join @RepTomEmmer and over 90 of my colleagues in urging President Biden to take quick action on high fert… https://t.co/NDymPJ50my,Alabama 1st District,U.S. Representative,Carl,Jerry,R
43,RepJerryCarl,2022-04-05 13:51:10,1511340671147384834,"Ending this public health provision gives illegal immigrants the green light to pour across our border.

This decis… https://t.co/c6BMwqveJa",Alabama 1st District,U.S. Representative,Carl,Jerry,R
44,RepJerryCarl,2022-04-05 12:46:03,1511324286392352773,RT @yhn: .@RepJerryCarl op-ed: Biden misses the mark on defense spending https://t.co/mhX1YxMvIo,Alabama 1st District,U.S. Representative,Carl,Jerry,R
45,RepJerryCarl,2022-04-04 17:39:40,1511035791220346880,"RT @HASCRepublicans: “Unfortunately, President Biden is allowing our defense funding to fall behind due to the record high inflation his te…",Alabama 1st District,U.S. Representative,Carl,Jerry,R
46,RepJerryCarl,2022-04-04 14:09:06,1510982797963538438,"Since the onset of COVID, about 50% of federal employees have worked from home. This has caused a massive backlog f… https://t.co/MvTevo6u58",Alabama 1st District,U.S. Representative,Carl,Jerry,R
47,RepJerryCarl,2022-04-04 14:09:05,1510982796256325635,The Biden admin thinks it's safe for illegal immigrants to pour across our border but not safe for federal governme… https://t.co/G0CBzvykWm,Alabama 1st District,U.S. Representative,Carl,Jerry,R
48,RepJerryCarl,2022-04-01 18:28:45,1509960978498306052,"Great work by the Baldwin County Sheriff’s Office! This is enough fentanyl to kill well over a million people. 

Th… https://t.co/9h8Ta1Cfhe",Alabama 1st District,U.S. Representative,Carl,Jerry,R
49,RepJerryCarl,2022-04-01 16:58:49,1509938345228607489,The Biden admin is putting America last. https://t.co/QvaoIwEN6u,Alabama 1st District,U.S. Representative,Carl,Jerry,R
50,RepJerryCarl,2022-03-31 15:16:47,1509550281687719942,"President Biden should instead end his freeze on oil and gas projects, fast track LNG permits, expedite pipeline ap… https://t.co/dtpJS7jVHt",Alabama 1st District,U.S. Representative,Carl,Jerry,R
51,RepJerryCarl,2022-03-31 15:16:47,1509550278609096705,This is a dangerous move and does not solve the problem! The SPR is for national security emergencies and catastrop… https://t.co/45xMFEhKlP,Alabama 1st District,U.S. Representative,Carl,Jerry,R
52,RepJerryCarl,2022-03-31 14:26:24,1509537602046734339,"RT @jeff_poor: Today on The @JeffPoorShow on Mobile, AL's @fmtalk1065 (times CT)

9:30 am

@ALDailyNews' @toddcstacy

10 am

U.S. @RepJerry…",Alabama 1st District,U.S. Representative,Carl,Jerry,R
53,RepJerryCarl,2022-03-30 20:58:44,1509273945836564491,RT @AlabamaEMA: A line of intense thunderstorms will enter NW AL after 5pm today &amp; exit SE sections of the state around 6am Thursday. Wides…,Alabama 1st District,U.S. Representative,Carl,Jerry,R
54,RepBarryMoore,2022-04-11 18:54:34,1513591353137143809,"Now that Joe Biden is president, Hunter's laptop is real? And the media expects us to gloss over it? I'm sick and t… https://t.co/G1JqykD9tB",Alabama 2nd District,U.S. Representative,Moore,Barry,R
55,RepBarryMoore,2022-04-11 17:52:37,1513575764867928071,"We told Biden: If you defund the police, you're going to see rising crime.
 
If you do away with the border wall, y… https://t.co/CfQKB7pMqw",Alabama 2nd District,U.S. Representative,Moore,Barry,R
56,RepBarryMoore,2022-04-11 17:11:14,1513565349412839424,"The people of Alabama are certainly not happy with this President, and neither is the rest of America. 

The poll n… https://t.co/qrHzUh1eVS",Alabama 2nd District,U.S. Representative,Moore,Barry,R
57,RepBarryMoore,2022-04-11 16:47:52,1513559468646309899,RT @HouseGOP: Where’s Hunter?,Alabama 2nd District,U.S. Representative,Moore,Barry,R
58,RepBarryMoore,2022-04-08 18:08:00,1512492470235324419,"The biggest pile of garbage we need to take out in Washington is our nation's $30 trillion debt.

Americans can’t a… https://t.co/52H07NyrZq",Alabama 2nd District,U.S. Representative,Moore,Barry,R
59,RepBarryMoore,2022-04-08 14:46:54,1512441861583036420,"RT @yhn: .@RepBarryMoore: ‘Dangerous’ Ketanji Brown Jackson is ‘most radical’ SCOTUS nominee in history  #alpolitics
By @DylanSmithAL https…",Alabama 2nd District,U.S. Representative,Moore,Barry,R
60,RepBarryMoore,2022-04-08 13:40:00,1512425025814482950,"Joe Biden is a disaster. After just one year, he is already one of the worst presidents in American history:

❌Hist… https://t.co/STltP5Q7Cq",Alabama 2nd District,U.S. Representative,Moore,Barry,R
61,RepBarryMoore,2022-04-07 19:36:10,1512152271236313088,"KBJ is the most radical Supreme Court nominee ever considered by the Senate, and her confirmation to our highest co… https://t.co/kV4kZjuwe2",Alabama 2nd District,U.S. Representative,Moore,Barry,R
62,RepBarryMoore,2022-04-07 18:23:34,1512134002093793290,Joe Biden must immediately disclose if his admin is considering sending VA doctors to the border to provide free me… https://t.co/ZUb8WuFF2W,Alabama 2nd District,U.S. Representative,Moore,Barry,R
63,RepBarryMoore,2022-04-07 16:07:17,1512099703575433223,"RT @RepAlexMooney: In just the last 6 months, the U.S. has seen almost 1 million illegal crossings at the southern border. #BidenBorderCris…",Alabama 2nd District,U.S. Representative,Moore,Barry,R
64,RepBarryMoore,2022-04-07 15:51:31,1512095737668157444,"President Biden killed the Keystone Pipeline, gave Russia the green light to build a pipeline, begged OPEC to incre… https://t.co/3Oll11ezfw",Alabama 2nd District,U.S. Representative,Moore,Barry,R
65,RepBarryMoore,2022-04-07 14:59:18,1512082596691255312,"The Biden presidency is one crisis after another, and the American people are fed up.

⛽️ Gas prices hit historic h… https://t.co/9Szn3OSaHM",Alabama 2nd District,U.S. Representative,Moore,Barry,R
66,RepBarryMoore,2022-04-06 19:51:53,1511793836854591493,"The long-term impacts will be irreversible, and the Biden administration must act now before it’s too late for our… https://t.co/CNbwXu4Mbi",Alabama 2nd District,U.S. Representative,Moore,Barry,R
67,RepBarryMoore,2022-04-06 17:55:36,1511764575867256840,"🚨Democrats just BLOCKED my request to bring @RepHerrell's PAUSE Act to a vote.

This bill would halt HHS and DHS fr… https://t.co/kYjC2mCtdM",Alabama 2nd District,U.S. Representative,Moore,Barry,R
68,RepBarryMoore,2022-04-06 15:30:42,1511728109812432896,"Our country will be overrun with illegal drugs, cartels, and gang members if Biden doesn't take action and close th… https://t.co/HVCg5VVbJP",Alabama 2nd District,U.S. Representative,Moore,Barry,R
69,RepBarryMoore,2022-04-06 13:49:49,1511702721111408654,"It is crystal clear - President Biden hates American energy.   

https://t.co/9lgawvxzFl",Alabama 2nd District,U.S. Representative,Moore,Barry,R
70,RepBarryMoore,2022-04-05 20:41:36,1511443964183957505,Two weeks to flatten the curve has morphed into 731 days of political theater. Why are government bureaucrats still… https://t.co/QIp4dCNjcZ,Alabama 2nd District,U.S. Representative,Moore,Barry,R
71,RepBarryMoore,2022-04-05 18:59:21,1511418228383305730,Woke liberal media outlets actively suppressed the Hunter Biden laptop story because it didn't fit their narrative.… https://t.co/ENB1z5ZxLl,Alabama 2nd District,U.S. Representative,Moore,Barry,R
72,RepMikeRogers,2022-04-08 14:56:55,1512444384587010051,"A proactive #cybersecurity posture is critical to keep our government, private industries, &amp; citizens secure. Simpl… https://t.co/UoL7g4MW7i",Alabama 3rd District,U.S. Representative,Rogers,Mike,R
73,RepMikeRogers,2022-04-08 14:41:16,1512440445317652484,"Our federal #cyber professionals (in &amp; out of uniform) are the best in the world, but they can only do so much. Our… https://t.co/nXIQrvMMwh",Alabama 3rd District,U.S. Representative,Rogers,Mike,R
74,RepMikeRogers,2022-04-08 14:38:20,1512439708160249860,"RT @LEADAmerica_org: LEAD in the news: @RepMikeRogers shares his #cyber thoughts with @DCExaminer, emphasizing that #Biden’s cyber budget f…",Alabama 3rd District,U.S. Representative,Rogers,Mike,R
75,RepMikeRogers,2022-04-07 18:27:28,1512134981010739204,Russia's war in #Ukraine could well reshape Europe's security framework with Sweden &amp; Finland actively considering… https://t.co/arb1dIigJ7,Alabama 3rd District,U.S. Representative,Rogers,Mike,R
76,RepMikeRogers,2022-04-06 14:50:34,1511718007810240512,"Volunteering is a great way to help make your neighborhood, community, &amp; country a better place, and  to support so… https://t.co/WLDpiWNiuM",Alabama 3rd District,U.S. Representative,Rogers,Mike,R
77,RepMikeRogers,2022-04-05 20:23:13,1511439335094112259,#Putin isn’t scared of war crimes investigations or a tribunal. His reckless disregard for human life shows he’s no… https://t.co/mqtbKWtQMM,Alabama 3rd District,U.S. Representative,Rogers,Mike,R
78,RepMikeRogers,2022-04-04 14:13:34,1510983923324571650,RT @DeptofDefense: Today we celebrate the 73rd birthday of  @NATO and the principle that we’re all #StrongerTogether. #WeAreNATO. https://t…,Alabama 3rd District,U.S. Representative,Rogers,Mike,R
79,RepMikeRogers,2022-04-01 15:51:18,1509921352354091012,"#FreeMarket principles drive innovation and creativity, which benefit all #Americans. Constraining freedom and stif… https://t.co/Hx4PAomxKt",Alabama 3rd District,U.S. Representative,Rogers,Mike,R
80,RepMikeRogers,2022-04-01 13:28:25,1509885397953880065,RT @LEADAmerica_org: LEAD Founder @RepMikeRogers breaks down Putin’s strategy in #Ukraine and outlines #China’s trade involvement on @NewsN…,Alabama 3rd District,U.S. Representative,Rogers,Mike,R
81,RepMikeRogers,2022-04-01 13:28:13,1509885345705385999,"Biden's #budget priorities lack vision, builds on weak foundation &amp; plugs holes. It's crucial for the U.S. to opera… https://t.co/ZMh1V2Avpp",Alabama 3rd District,U.S. Representative,Rogers,Mike,R
82,RepMikeRogers,2022-03-31 15:12:12,1509549127201402886,"We must come together and fight for the #AmericanDream. From policy perspectives to inspirational storytelling,… https://t.co/dIiAFfZ0TY",Alabama 3rd District,U.S. Representative,Rogers,Mike,R
83,RepMikeRogers,2022-03-30 17:55:21,1509227795716710406,There are no quick fixes to prevent cyber breaches – it takes dedication and intention to proactively prepare your… https://t.co/RJeFhnix3h,Alabama 3rd District,U.S. Representative,Rogers,Mike,R
84,RepMikeRogers,2022-03-29 14:49:53,1508818733866827787,RT @CSPC_DC: Join us for a CSPC Geotech webinar 2PM ET today with Deanna Tanner Okun @AMSLawLLP  &amp; Brian Pomper @InnovationAlli on how prot…,Alabama 3rd District,U.S. Representative,Rogers,Mike,R
85,RepMikeRogers,2022-03-28 19:11:41,1508522232435429385,"Too little, too late? Our cyber risks should already be mitigated through proactive measures. Adjusting now will le… https://t.co/JzLrYGczJU",Alabama 3rd District,U.S. Representative,Rogers,Mike,R
86,RepMikeRogers,2022-03-25 13:58:30,1507356251671437321,#Russia's war in #Ukraine will only get more vicious as the war carries on and as #Putin seeks the strategic advant… https://t.co/h3cCaVoRUl,Alabama 3rd District,U.S. Representative,Rogers,Mike,R
87,RepMikeRogers,2022-03-24 19:26:43,1507076462633000965,"#Russia must understand, unequivocally, that any use of WMDs will meet with a swift &amp; resolute response from the U.… https://t.co/Et7NhrZScQ",Alabama 3rd District,U.S. Representative,Rogers,Mike,R
88,RepMikeRogers,2022-03-24 18:49:56,1507067205644701707,Women have changed the course of American history time and time again. Their contributions have improved the lives… https://t.co/NQhqQiv7Rm,Alabama 3rd District,U.S. Representative,Rogers,Mike,R
89,RepMikeRogers,2022-03-24 13:28:21,1506986275554971649,"#Putin is proving that he can cause major cyber disruptions, but worse, he is inflicting significant pain and agony… https://t.co/m3yaimU5JD",Alabama 3rd District,U.S. Representative,Rogers,Mike,R
90,Robert_Aderholt,2022-04-08 19:58:38,1512520313787101186,Biden continues to blame inflation on everything except his failed economic agenda. During his campaign he promised… https://t.co/D8c9CdAQns,Alabama 4th District,U.S. Representative,Aderholt,Robert,R
91,Robert_Aderholt,2022-04-07 17:11:11,1512115783182204941,"RT @RepChrisStewart: DHS predicts up to 18,000 illegal border crossings 𝗲𝘃𝗲𝗿𝘆 𝗱𝗮𝘆 if Biden rescinds Title 42.

If @POTUS caves to the far-l…",Alabama 4th District,U.S. Representative,Aderholt,Robert,R
92,Robert_Aderholt,2022-04-07 17:10:37,1512115640475308034,"RT @AngusRobertson: Many thanks to US Congressional Friends of Scotland members: @Robert_Aderholt 
@RepCohen @jahimes 
@RepBrendanBoyle. Go…",Alabama 4th District,U.S. Representative,Aderholt,Robert,R
93,Robert_Aderholt,2022-04-06 16:45:36,1511746959727640583,"Contrary to the Biden Administration’s belief, the job of the Department of Defense is not to pursue climate issues… https://t.co/ts4gH8ceKE",Alabama 4th District,U.S. Representative,Aderholt,Robert,R
94,Robert_Aderholt,2022-04-05 15:23:04,1511363799911211009,"This is great news for ULA and Blue Origin, all with operations and hundreds of employees right here in Alabama.
https://t.co/cr8Uw7r5br",Alabama 4th District,U.S. Representative,Aderholt,Robert,R
95,Robert_Aderholt,2022-04-04 19:45:44,1511067514670919681,Our defense industry and critical infrastructures are threatened everyday by cyber-attacks from our adversaries. As… https://t.co/YH5x4S8TFG,Alabama 4th District,U.S. Representative,Aderholt,Robert,R
96,Robert_Aderholt,2022-04-03 13:40:46,1510613280947122180,"RT @GOPLeader: President Biden has abdicated his responsibilities and is actively making his border crisis worse.
 
Mark my words → His dec…",Alabama 4th District,U.S. Representative,Aderholt,Robert,R
97,Robert_Aderholt,2022-04-02 16:01:00,1510286182382555136,"Coming from two nations, neither of which were created by democracy, this is outlandish. Beijing has refused to con… https://t.co/LO9Biaa6tP",Alabama 4th District,U.S. Representative,Aderholt,Robert,R
98,Robert_Aderholt,2022-03-31 14:30:56,1509538739906920455,"This would be hilarious if it wasn't so scary and troubling. Russia, nor China, have democracy or the world's best… https://t.co/9HEsE0gxt8",Alabama 4th District,U.S. Representative,Aderholt,Robert,R
99,Robert_Aderholt,2022-03-30 18:41:40,1509239453776285696,Since 2017 we have moved to 100% reliability on China and other countries for 14 of 35 critical minerals necessary… https://t.co/JOQ2NJWsoP,Alabama 4th District,U.S. Representative,Aderholt,Robert,R
100,Robert_Aderholt,2022-03-30 18:19:51,1509233961872076815,"This is a growing problem. How China's TikTok, Facebook influencers push propaganda (from @AP) https://t.co/BLsd7W2lhe",Alabama 4th District,U.S. Representative,Aderholt,Robert,R
101,Robert_Aderholt,2022-03-30 14:43:27,1509179502852812804,Wishing a big welcome home to astronaut Mark Vande Hei after his U.S. record 355 day-long stay on the… https://t.co/MlESNMinZ5,Alabama 4th District,U.S. Representative,Aderholt,Robert,R
102,Robert_Aderholt,2022-03-29 20:53:32,1508910248416980997,"I was glad to be able to pay my respects to my friend and colleague, Don Young of Alaska. https://t.co/Lf50YRisG4",Alabama 4th District,U.S. Representative,Aderholt,Robert,R
103,Robert_Aderholt,2022-03-29 14:00:03,1508806191928987652,Today we honor all of the Vietnam Veterans and their families for their bravery and the sacrifices they made servin… https://t.co/myvAITGNp9,Alabama 4th District,U.S. Representative,Aderholt,Robert,R
104,Robert_Aderholt,2022-03-28 20:02:20,1508534978996584451,"On Monday, Ukraine recaptured the city of Trostyanets and today the city of Irpin outside of Kyiv. The Ukrainian pe… https://t.co/K7oy4CC61E",Alabama 4th District,U.S. Representative,Aderholt,Robert,R
105,Robert_Aderholt,2022-03-24 16:57:35,1507038932571148292,RT @HomelandGOP: REMINDER: The amount of fentanyl seized at the Southern Border could kill every American SEVEN TIMES over.,Alabama 4th District,U.S. Representative,Aderholt,Robert,R
106,Robert_Aderholt,2022-03-23 15:03:06,1506647734073364480,"We’ve seen that even children are not safe from Putin’s war, and I am proud to help lead an effort to protect these… https://t.co/XAPAJVVoqP",Alabama 4th District,U.S. Representative,Aderholt,Robert,R
107,Robert_Aderholt,2022-03-23 15:03:05,1506647730730450953,I have joined my fellow co-chairs of the Congressional Coalition on Adoption in penning a letter to U.S. Secretary… https://t.co/5tsuISYbOL,Alabama 4th District,U.S. Representative,Aderholt,Robert,R
108,RepMoBrooks,2022-04-11 19:48:52,1513605019634917383,It's clear that Hunter Biden took advantage of his father’s position to develop business relationships with foreign… https://t.co/d8MTOcqskD,Alabama 5th District,U.S. Representative,Brooks,Mo,R
109,RepMoBrooks,2022-04-11 17:44:47,1513573790789378060,"End the mask mandates NOW!
 
All major US airline CEOs have said that mask mandates ""make no sense.""
 
Time for Con… https://t.co/yJAfwdxpeG",Alabama 5th District,U.S. Representative,Brooks,Mo,R
110,RepMoBrooks,2022-04-08 21:40:42,1512545997720858629,"The 2nd Amendment is not for sale. No one should have to pay a tax, fee, or insurance payment to own a firearm. I’v… https://t.co/TtbXo8Zn1i",Alabama 5th District,U.S. Representative,Brooks,Mo,R
111,RepMoBrooks,2022-04-08 20:02:36,1512521311687479304,"RT @yhn: .@RepMoBrooks: Ketanji Brown Jackson’s confirmation was ‘a bad decision for our country’  #alpolitics
By @Yaffee https://t.co/erNC…",Alabama 5th District,U.S. Representative,Brooks,Mo,R
112,RepMoBrooks,2022-04-08 14:49:54,1512442617107206146,It was great to join 400+ 2nd Amendment-supporting patriots at last night’s Larry’s Pistol &amp; Pawn Customer Apprecia… https://t.co/twOsXyV5Vx,Alabama 5th District,U.S. Representative,Brooks,Mo,R
113,RepMoBrooks,2022-04-08 14:00:30,1512430186066763782,"98% of mass public shootings since 1950 have occurred in ""Gun-Free Zones."" Mass shooters strike in places they know… https://t.co/1yZBpsxnsh",Alabama 5th District,U.S. Representative,Brooks,Mo,R
114,RepMoBrooks,2022-04-07 21:28:16,1512180483605635079,"RT @RepThomasMassie: Orig. cosponsors of HR 7415: @RepAndyBiggsAZ, @RepBoebert, @RepMoBrooks, @RepJamesComer, @Rep_Clyde, @RepJeffDuncan, @…",Alabama 5th District,U.S. Representative,Brooks,Mo,R
115,RepMoBrooks,2022-04-07 18:30:26,1512135728309940227,Biden’s weakness emboldens America’s geopolitical foes. The world is a more dangerous place with Joe Biden occupyin… https://t.co/B45EVvV8Or,Alabama 5th District,U.S. Representative,Brooks,Mo,R
116,RepMoBrooks,2022-04-07 14:28:17,1512074787748659222,"RT @yhn: .@RepMoBrooks presses top general on defense budget — ‘What’s the inflation rate for our defense costs?’ #alpolitics
By @Yaffee ht…",Alabama 5th District,U.S. Representative,Brooks,Mo,R
117,RepMoBrooks,2022-04-06 17:25:42,1511757051462103043,Joe Biden would rather pay too many Americans to live off welfare and mooch off the labors of hard-working American… https://t.co/zK8Oscqfa7,Alabama 5th District,U.S. Representative,Brooks,Mo,R
118,RepMoBrooks,2022-04-05 19:39:32,1511428341152292864,I am extremely concerned by a Biden Administration budget that reduces America’s national security abilities in an… https://t.co/D59RiDEdmx,Alabama 5th District,U.S. Representative,Brooks,Mo,R
119,RepMoBrooks,2022-04-05 15:59:38,1511373001903722501,"RT @HASCRepublicans: 👀 

@RepMoBrooks: ""What's the inflation rate for our defense costs?""
 
Gen. Milley: ""This budget assumes an inflation…",Alabama 5th District,U.S. Representative,Brooks,Mo,R
120,RepMoBrooks,2022-04-04 19:39:27,1511065935259607041,I joined several colleagues in writing to @DHSgov Sec. Mayorkas demanding answers regarding the increase in Russian… https://t.co/Z8M5cVaZ95,Alabama 5th District,U.S. Representative,Brooks,Mo,R
